listing_id,entire_home_or_apt,year-month,available_dates,min_nights,percentage_of_nights_available
199568,True,2023-03,[],3.0,0.0
199568,True,2023-04,[],3.0,0.0
199568,True,2023-05,[],3.0,0.0
199568,True,2023-06,['2023-06-01 - 2023-06-30'],3.0,1.0
199568,True,2023-07,"['2023-07-01 - 2023-07-09', '2023-07-14 - 2023-07-31']",3.0,0.871
199568,True,2023-08,[],3.0,0.0
199568,True,2023-09,[],3.0,0.0
199568,True,2023-10,[],3.0,0.0
199568,True,2023-11,[],3.0,0.0
199568,True,2023-12,[],3.0,0.0
199568,True,2024-01,[],3.0,0.0
199568,True,2024-02,[],3.0,0.0
199568,True,2024-03,[],3.0,0.0
5021839,True,2023-03,[],3.0,0.0
5021839,True,2023-04,['2023-04-04 - 2023-04-06'],3.0,0.1
5021839,True,2023-05,[],3.0,0.0
5021839,True,2023-06,[],3.0,0.0
5021839,True,2023-07,['2023-07-17 - 2023-07-20'],3.0,0.129
5021839,True,2023-08,[],3.0,0.0
5021839,True,2023-09,[],3.0,0.0
5021839,True,2023-10,[],3.0,0.0
5021839,True,2023-11,[],3.0,0.0
5021839,True,2023-12,[],3.0,0.0
5021839,True,2024-01,[],3.0,0.0
5021839,True,2024-02,[],3.0,0.0
5021839,True,2024-03,[],3.0,0.0
7293821,True,2023-03,['2023-03-27 - 2023-03-31'],2.0,1.0
7293821,True,2023-04,"['2023-04-01 - 2023-04-13', '2023-04-16 - 2023-04-18', '2023-04-23 - 2023-04-30']",2.0,0.8
7293821,True,2023-05,['2023-05-01 - 2023-05-22'],2.0,0.71
7293821,True,2023-06,['2023-06-05 - 2023-06-23'],2.0,0.633
7293821,True,2023-07,[],4.0,0.0
7293821,True,2023-08,[],2.0,0.0
7293821,True,2023-09,[],2.0,0.0
7293821,True,2023-10,[],2.0,0.0
7293821,True,2023-11,[],2.0,0.0
7293821,True,2023-12,[],2.0,0.0
7293821,True,2024-01,[],2.0,0.0
7293821,True,2024-02,[],2.0,0.0
7293821,True,2024-03,[],2.0,0.0
8524259,False,2023-03,[],1.0,0.0
8524259,False,2023-04,[],1.0,0.0
8524259,False,2023-05,[],1.0,0.0
8524259,False,2023-06,['2023-06-03 - 2023-06-30'],1.0,0.933
8524259,False,2023-07,['2023-07-01 - 2023-07-31'],1.0,1.0
8524259,False,2023-08,['2023-08-01 - 2023-08-31'],1.0,1.0
8524259,False,2023-09,['2023-09-01 - 2023-09-30'],1.0,1.0
8524259,False,2023-10,['2023-10-01 - 2023-10-31'],1.0,1.0
8524259,False,2023-11,['2023-11-01 - 2023-11-30'],1.0,1.0
8524259,False,2023-12,['2023-12-01 - 2023-12-31'],1.0,1.0
8524259,False,2024-01,['2024-01-01 - 2024-01-31'],1.0,1.0
8524259,False,2024-02,['2024-02-01 - 2024-02-29'],1.0,1.0
8524259,False,2024-03,['2024-03-01 - 2024-03-24'],1.0,0.96
8698684,True,2023-03,[],3.0,0.0
8698684,True,2023-04,[],3.0,0.0
8698684,True,2023-05,[],3.0,0.0
8698684,True,2023-06,[],3.0,0.0
8698684,True,2023-07,[],3.0,0.0
8698684,True,2023-08,[],3.0,0.0
8698684,True,2023-09,[],3.0,0.0
8698684,True,2023-10,[],3.0,0.0
8698684,True,2023-11,[],3.0,0.0
8698684,True,2023-12,[],3.0,0.0
8698684,True,2024-01,[],3.0,0.0
8698684,True,2024-02,[],3.0,0.0
8698684,True,2024-03,[],3.0,0.0
9238563,True,2023-03,['2023-03-29 - 2023-03-31'],2.0,0.6
9238563,True,2023-04,['2023-04-01 - 2023-04-30'],2.0,1.0
9238563,True,2023-05,"['2023-05-01 - 2023-05-09', '2023-05-14 - 2023-05-17', '2023-05-23 - 2023-05-24']",2.0,0.484
9238563,True,2023-06,"['2023-06-05 - 2023-06-11', '2023-06-26 - 2023-06-30']",2.0,0.4
9238563,True,2023-07,"['2023-07-01', '2023-07-11 - 2023-07-12', '2023-07-18 - 2023-07-19', '2023-07-25 - 2023-07-31']",2.0,0.387
9238563,True,2023-08,"['2023-08-01', '2023-08-06 - 2023-08-31']",2.0,0.871
9238563,True,2023-09,['2023-09-01 - 2023-09-21'],2.0,0.7
9238563,True,2023-10,[],2.0,0.0
9238563,True,2023-11,[],2.0,0.0
9238563,True,2023-12,[],2.0,0.0
9238563,True,2024-01,[],2.0,0.0
9238563,True,2024-02,[],2.0,0.0
9238563,True,2024-03,[],2.0,0.0
9477671,True,2023-03,[],1.0,0.0
9477671,True,2023-04,"['2023-04-05', '2023-04-09 - 2023-04-14', '2023-04-16 - 2023-04-21', '2023-04-24', '2023-04-26 - 2023-04-27', '2023-04-30']",1.0,0.567
9477671,True,2023-05,"['2023-05-01', '2023-05-03', '2023-05-09 - 2023-05-17', '2023-05-21 - 2023-05-24', '2023-05-28 - 2023-05-31']",1.0,0.613
9477671,True,2023-06,"['2023-06-05 - 2023-06-15', '2023-06-19 - 2023-06-23']",1.0,0.533
9477671,True,2023-07,[],1.0,0.0
9477671,True,2023-08,[],1.0,0.0
9477671,True,2023-09,[],1.0,0.0
9477671,True,2023-10,[],1.0,0.0
9477671,True,2023-11,[],1.0,0.0
9477671,True,2023-12,[],1.0,0.0
9477671,True,2024-01,[],1.0,0.0
9477671,True,2024-02,[],1.0,0.0
9477671,True,2024-03,[],1.0,0.0
9597053,True,2023-03,[],3.0,0.0
9597053,True,2023-04,['2023-04-26 - 2023-04-30'],3.0,0.167
9597053,True,2023-05,"['2023-05-01 - 2023-05-16', '2023-05-23 - 2023-05-31']",3.0,0.806
9597053,True,2023-06,"['2023-06-01 - 2023-06-12', '2023-06-21 - 2023-06-30']",3.0,0.733
9597053,True,2023-07,[],3.0,0.0
9597053,True,2023-08,['2023-08-12 - 2023-08-31'],3.0,0.645
9597053,True,2023-09,['2023-09-01 - 2023-09-21'],3.0,0.7
9597053,True,2023-10,[],3.0,0.0
9597053,True,2023-11,[],3.0,0.0
9597053,True,2023-12,[],3.0,0.0
9597053,True,2024-01,[],3.0,0.0
9597053,True,2024-02,[],3.0,0.0
9597053,True,2024-03,[],3.0,0.0
10074172,False,2023-03,['2023-03-27 - 2023-03-31'],1.0,1.0
10074172,False,2023-04,['2023-04-01 - 2023-04-30'],1.0,1.0
10074172,False,2023-05,['2023-05-01 - 2023-05-31'],1.0,1.0
10074172,False,2023-06,['2023-06-01 - 2023-06-30'],1.0,1.0
10074172,False,2023-07,['2023-07-01 - 2023-07-31'],1.0,1.0
10074172,False,2023-08,['2023-08-01 - 2023-08-31'],1.0,1.0
10074172,False,2023-09,['2023-09-01 - 2023-09-21'],1.0,0.7
10074172,False,2023-10,[],1.0,0.0
10074172,False,2023-11,[],1.0,0.0
10074172,False,2023-12,[],1.0,0.0
10074172,False,2024-01,[],1.0,0.0
10074172,False,2024-02,[],1.0,0.0
10074172,False,2024-03,[],1.0,0.0
11362008,False,2023-03,[],1.0,0.0
11362008,False,2023-04,"['2023-04-01 - 2023-04-03', '2023-04-07', '2023-04-09 - 2023-04-11', '2023-04-14 - 2023-04-17', '2023-04-19', '2023-04-23 - 2023-04-27', '2023-04-29 - 2023-04-30']",1.0,0.633
11362008,False,2023-05,"['2023-05-01 - 2023-05-03', '2023-05-05 - 2023-05-10', '2023-05-13 - 2023-05-17', '2023-05-19 - 2023-05-31']",1.0,0.871
11362008,False,2023-06,"['2023-06-01 - 2023-06-05', '2023-06-08 - 2023-06-30']",1.0,0.933
11362008,False,2023-07,"['2023-07-01 - 2023-07-05', '2023-07-07 - 2023-07-20', '2023-07-24 - 2023-07-31']",1.0,0.871
11362008,False,2023-08,['2023-08-01 - 2023-08-31'],1.0,1.0
11362008,False,2023-09,[],1.0,0.0
11362008,False,2023-10,[],1.0,0.0
11362008,False,2023-11,[],1.0,0.0
11362008,False,2023-12,[],1.0,0.0
11362008,False,2024-01,[],1.0,0.0
11362008,False,2024-02,[],1.0,0.0
11362008,False,2024-03,[],1.0,0.0
12588161,False,2023-03,[],5.0,0.0
12588161,False,2023-04,['2023-04-04 - 2023-04-30'],5.0,0.9
12588161,False,2023-05,"['2023-05-01 - 2023-05-04', '2023-05-22 - 2023-05-31']",5.0,0.452
12588161,False,2023-06,['2023-06-01 - 2023-06-30'],5.0,1.0
12588161,False,2023-07,"['2023-07-01 - 2023-07-09', '2023-07-19 - 2023-07-31']",5.0,0.71
12588161,False,2023-08,"['2023-08-01 - 2023-08-14', '2023-08-30 - 2023-08-31']",5.0,0.516
12588161,False,2023-09,['2023-09-01 - 2023-09-30'],5.0,1.0
12588161,False,2023-10,['2023-10-01 - 2023-10-31'],5.0,1.0
12588161,False,2023-11,['2023-11-01 - 2023-11-30'],5.0,1.0
12588161,False,2023-12,['2023-12-01 - 2023-12-31'],5.0,1.0
12588161,False,2024-01,['2024-01-01 - 2024-01-31'],5.0,1.0
12588161,False,2024-02,['2024-02-01 - 2024-02-29'],5.0,1.0
12588161,False,2024-03,['2024-03-01 - 2024-03-24'],5.0,0.96
12892550,False,2023-03,['2023-03-27 - 2023-03-31'],1.0,1.0
12892550,False,2023-04,['2023-04-01 - 2023-04-30'],1.0,1.0
12892550,False,2023-05,['2023-05-01 - 2023-05-31'],1.0,1.0
12892550,False,2023-06,['2023-06-01 - 2023-06-30'],1.0,1.0
12892550,False,2023-07,"['2023-07-01 - 2023-07-19', '2023-07-25 - 2023-07-31']",1.0,0.839
12892550,False,2023-08,['2023-08-01 - 2023-08-31'],1.0,1.0
12892550,False,2023-09,['2023-09-01 - 2023-09-21'],1.0,0.7
12892550,False,2023-10,[],1.0,0.0
12892550,False,2023-11,[],1.0,0.0
12892550,False,2023-12,[],1.0,0.0
12892550,False,2024-01,[],1.0,0.0
12892550,False,2024-02,[],1.0,0.0
12892550,False,2024-03,[],1.0,0.0
13620753,False,2023-03,"['2023-03-27', '2023-03-29 - 2023-03-31']",1.0,0.8
13620753,False,2023-04,"['2023-04-01 - 2023-04-02', '2023-04-04 - 2023-04-09', '2023-04-13 - 2023-04-14', '2023-04-16', '2023-04-18 - 2023-04-30']",1.0,0.8
13620753,False,2023-05,"['2023-05-01 - 2023-05-24', '2023-05-28 - 2023-05-31']",1.0,0.903
13620753,False,2023-06,"['2023-06-01', '2023-06-04 - 2023-06-14', '2023-06-18 - 2023-06-30']",1.0,0.833
13620753,False,2023-07,"['2023-07-01 - 2023-07-09', '2023-07-13 - 2023-07-19', '2023-07-24 - 2023-07-28', '2023-07-30 - 2023-07-31']",1.0,0.742
13620753,False,2023-08,"['2023-08-01 - 2023-08-02', '2023-08-08 - 2023-08-31']",1.0,0.839
13620753,False,2023-09,['2023-09-04 - 2023-09-30'],1.0,0.9
13620753,False,2023-10,['2023-10-01 - 2023-10-31'],1.0,1.0
13620753,False,2023-11,['2023-11-01 - 2023-11-30'],1.0,1.0
13620753,False,2023-12,['2023-12-01 - 2023-12-31'],1.0,1.0
13620753,False,2024-01,['2024-01-01 - 2024-01-31'],1.0,1.0
13620753,False,2024-02,['2024-02-01 - 2024-02-29'],1.0,1.0
13620753,False,2024-03,['2024-03-01 - 2024-03-24'],1.0,0.96
13960938,False,2023-03,['2023-03-27 - 2023-03-31'],3.0,1.0
13960938,False,2023-04,['2023-04-01 - 2023-04-23'],3.0,0.767
13960938,False,2023-05,"['2023-05-01 - 2023-05-17', '2023-05-21 - 2023-05-31']",3.0,0.903
13960938,False,2023-06,"['2023-06-01 - 2023-06-15', '2023-06-17 - 2023-06-30']",3.0,0.967
13960938,False,2023-07,"['2023-07-01 - 2023-07-19', '2023-07-24 - 2023-07-31']",3.0,0.871
13960938,False,2023-08,['2023-08-01 - 2023-08-31'],3.0,1.0
13960938,False,2023-09,['2023-09-01 - 2023-09-21'],3.0,0.7
13960938,False,2023-10,[],3.0,0.0
13960938,False,2023-11,[],3.0,0.0
13960938,False,2023-12,[],3.0,0.0
13960938,False,2024-01,[],3.0,0.0
13960938,False,2024-02,[],3.0,0.0
13960938,False,2024-03,[],3.0,0.0
14017093,False,2023-03,['2023-03-29 - 2023-03-31'],1.0,0.6
14017093,False,2023-04,['2023-04-01 - 2023-04-06'],1.0,0.2
14017093,False,2023-05,[],1.0,0.0
14017093,False,2023-06,[],1.0,0.0
14017093,False,2023-07,[],1.0,0.0
14017093,False,2023-08,[],1.0,0.0
14017093,False,2023-09,[],1.0,0.0
14017093,False,2023-10,[],1.0,0.0
14017093,False,2023-11,[],1.0,0.0
14017093,False,2023-12,[],1.0,0.0
14017093,False,2024-01,[],1.0,0.0
14017093,False,2024-02,[],1.0,0.0
14017093,False,2024-03,[],1.0,0.0
14077210,True,2023-03,[],2.0,0.0
14077210,True,2023-04,"['2023-04-01 - 2023-04-10', '2023-04-21 - 2023-04-27']",2.0,0.567
14077210,True,2023-05,"['2023-05-16 - 2023-05-18', '2023-05-23 - 2023-05-25']",2.0,0.194
14077210,True,2023-06,['2023-06-05 - 2023-06-23'],2.0,0.633
14077210,True,2023-07,[],2.0,0.0
14077210,True,2023-08,[],2.0,0.0
14077210,True,2023-09,[],2.0,0.0
14077210,True,2023-10,[],2.0,0.0
14077210,True,2023-11,[],2.0,0.0
14077210,True,2023-12,[],2.0,0.0
14077210,True,2024-01,[],2.0,0.0
14077210,True,2024-02,[],2.0,0.0
14077210,True,2024-03,[],2.0,0.0
14556351,True,2023-03,['2023-03-27 - 2023-03-30'],2.0,0.8
14556351,True,2023-04,"['2023-04-02 - 2023-04-21', '2023-04-29 - 2023-04-30']",2.0,0.733
14556351,True,2023-05,"['2023-05-01 - 2023-05-11', '2023-05-14 - 2023-05-18', '2023-05-30 - 2023-05-31']",2.0,0.581
14556351,True,2023-06,"['2023-06-01 - 2023-06-09', '2023-06-18 - 2023-06-30']",2.0,0.733
14556351,True,2023-07,"['2023-07-01 - 2023-07-20', '2023-07-24 - 2023-07-31']",2.0,0.903
14556351,True,2023-08,['2023-08-01 - 2023-08-31'],2.0,1.0
14556351,True,2023-09,['2023-09-02 - 2023-09-30'],2.0,0.967
14556351,True,2023-10,['2023-10-01 - 2023-10-31'],2.0,1.0
14556351,True,2023-11,['2023-11-01 - 2023-11-30'],2.0,1.0
14556351,True,2023-12,['2023-12-01 - 2023-12-31'],2.0,1.0
14556351,True,2024-01,['2024-01-01 - 2024-01-31'],2.0,1.0
14556351,True,2024-02,['2024-02-01 - 2024-02-29'],2.0,1.0
14556351,True,2024-03,['2024-03-01 - 2024-03-25'],2.0,1.0
14967922,True,2023-03,[],4.0,0.0
14967922,True,2023-04,[],4.0,0.0
14967922,True,2023-05,[],4.0,0.0
14967922,True,2023-06,[],4.0,0.0
14967922,True,2023-07,[],4.0,0.0
14967922,True,2023-08,[],4.0,0.0
14967922,True,2023-09,['2023-09-17 - 2023-09-30'],4.0,0.467
14967922,True,2023-10,['2023-10-01 - 2023-10-31'],4.0,1.0
14967922,True,2023-11,['2023-11-01 - 2023-11-30'],4.0,1.0
14967922,True,2023-12,['2023-12-01 - 2023-12-31'],4.0,1.0
14967922,True,2024-01,['2024-01-01 - 2024-01-31'],4.0,1.0
14967922,True,2024-02,['2024-02-01 - 2024-02-29'],4.0,1.0
14967922,True,2024-03,['2024-03-01 - 2024-03-24'],4.0,0.96
15272064,False,2023-03,['2023-03-28 - 2023-03-30'],1.0,0.6
15272064,False,2023-04,"['2023-04-02', '2023-04-04 - 2023-04-09', '2023-04-11 - 2023-04-26', '2023-04-28 - 2023-04-30']",1.0,0.867
15272064,False,2023-05,"['2023-05-01 - 2023-05-18', '2023-05-23 - 2023-05-31']",1.0,0.871
15272064,False,2023-06,['2023-06-01 - 2023-06-23'],1.0,0.767
15272064,False,2023-07,[],1.0,0.0
15272064,False,2023-08,[],1.0,0.0
15272064,False,2023-09,[],1.0,0.0
15272064,False,2023-10,[],1.0,0.0
15272064,False,2023-11,[],1.0,0.0
15272064,False,2023-12,[],1.0,0.0
15272064,False,2024-01,[],1.0,0.0
15272064,False,2024-02,[],1.0,0.0
15272064,False,2024-03,[],1.0,0.0
15815105,False,2023-03,[],1.0,0.0
15815105,False,2023-04,"['2023-04-02 - 2023-04-04', '2023-04-10 - 2023-04-16', '2023-04-20', '2023-04-22 - 2023-04-30']",1.0,0.667
15815105,False,2023-05,"['2023-05-01 - 2023-05-09', '2023-05-13 - 2023-05-17', '2023-05-21 - 2023-05-31']",1.0,0.806
15815105,False,2023-06,['2023-06-01 - 2023-06-23'],1.0,0.767
15815105,False,2023-07,[],1.0,0.0
15815105,False,2023-08,[],1.0,0.0
15815105,False,2023-09,[],1.0,0.0
15815105,False,2023-10,[],1.0,0.0
15815105,False,2023-11,[],1.0,0.0
15815105,False,2023-12,[],1.0,0.0
15815105,False,2024-01,[],1.0,0.0
15815105,False,2024-02,[],1.0,0.0
15815105,False,2024-03,[],1.0,0.0
16001174,True,2023-03,[],60.0,0.0
16001174,True,2023-04,[],60.0,0.0
16001174,True,2023-05,[],60.0,0.0
16001174,True,2023-06,[],60.0,0.0
16001174,True,2023-07,['2023-07-07 - 2023-07-31'],60.0,0.806
16001174,True,2023-08,['2023-08-01 - 2023-08-31'],60.0,1.0
16001174,True,2023-09,['2023-09-01 - 2023-09-30'],60.0,1.0
16001174,True,2023-10,['2023-10-01 - 2023-10-31'],60.0,1.0
16001174,True,2023-11,['2023-11-01 - 2023-11-30'],60.0,1.0
16001174,True,2023-12,['2023-12-01 - 2023-12-31'],60.0,1.0
16001174,True,2024-01,['2024-01-01 - 2024-01-31'],60.0,1.0
16001174,True,2024-02,['2024-02-01 - 2024-02-29'],60.0,1.0
16001174,True,2024-03,['2024-03-01 - 2024-03-24'],60.0,0.96
16690039,False,2023-03,"['2023-03-27', '2023-03-29']",1.0,0.4
16690039,False,2023-04,"['2023-04-01 - 2023-04-02', '2023-04-07 - 2023-04-10', '2023-04-14 - 2023-04-15', '2023-04-22 - 2023-04-26', '2023-04-28', '2023-04-30']",1.0,0.5
16690039,False,2023-05,"['2023-05-02 - 2023-05-03', '2023-05-05 - 2023-05-10', '2023-05-12', '2023-05-14 - 2023-05-17', '2023-05-19 - 2023-05-31']",1.0,0.839
16690039,False,2023-06,"['2023-06-01 - 2023-06-04', '2023-06-07 - 2023-06-30']",1.0,0.933
16690039,False,2023-07,"['2023-07-01 - 2023-07-05', '2023-07-08 - 2023-07-17', '2023-07-19 - 2023-07-20', '2023-07-23 - 2023-07-31']",1.0,0.839
16690039,False,2023-08,"['2023-08-01', '2023-08-03 - 2023-08-31']",1.0,0.968
16690039,False,2023-09,[],1.0,0.0
16690039,False,2023-10,[],1.0,0.0
16690039,False,2023-11,[],1.0,0.0
16690039,False,2023-12,[],1.0,0.0
16690039,False,2024-01,[],1.0,0.0
16690039,False,2024-02,[],1.0,0.0
16690039,False,2024-03,[],1.0,0.0
17111184,False,2023-03,['2023-03-27 - 2023-03-31'],2.0,1.0
17111184,False,2023-04,"['2023-04-01 - 2023-04-02', '2023-04-07 - 2023-04-30']",2.0,0.867
17111184,False,2023-05,['2023-05-01 - 2023-05-31'],2.0,1.0
17111184,False,2023-06,['2023-06-01 - 2023-06-30'],2.0,1.0
17111184,False,2023-07,"['2023-07-01 - 2023-07-03', '2023-07-11 - 2023-07-19', '2023-07-25 - 2023-07-31']",2.0,0.613
17111184,False,2023-08,['2023-08-01 - 2023-08-31'],2.0,1.0
17111184,False,2023-09,['2023-09-01 - 2023-09-30'],2.0,1.0
17111184,False,2023-10,['2023-10-01 - 2023-10-31'],2.0,1.0
17111184,False,2023-11,['2023-11-01 - 2023-11-30'],2.0,1.0
17111184,False,2023-12,['2023-12-01 - 2023-12-31'],2.0,1.0
17111184,False,2024-01,['2024-01-01 - 2024-01-31'],2.0,1.0
17111184,False,2024-02,['2024-02-01 - 2024-02-29'],2.0,1.0
17111184,False,2024-03,['2024-03-01 - 2024-03-24'],2.0,0.96
17238122,True,2023-03,[],60.0,0.0
17238122,True,2023-04,[],60.0,0.0
17238122,True,2023-05,[],60.0,0.0
17238122,True,2023-06,[],60.0,0.0
17238122,True,2023-07,[],60.0,0.0
17238122,True,2023-08,['2023-08-15 - 2023-08-31'],60.0,0.548
17238122,True,2023-09,['2023-09-01 - 2023-09-30'],60.0,1.0
17238122,True,2023-10,['2023-10-01 - 2023-10-31'],60.0,1.0
17238122,True,2023-11,['2023-11-01 - 2023-11-30'],60.0,1.0
17238122,True,2023-12,['2023-12-01 - 2023-12-31'],60.0,1.0
17238122,True,2024-01,['2024-01-01 - 2024-01-03'],60.0,0.097
17238122,True,2024-02,[],60.0,0.0
17238122,True,2024-03,[],60.0,0.0
17238244,True,2023-03,[],1.0,0.0
17238244,True,2023-04,[],1.0,0.0
17238244,True,2023-05,[],1.0,0.0
17238244,True,2023-06,[],1.0,0.0
17238244,True,2023-07,[],1.0,0.0
17238244,True,2023-08,[],1.0,0.0
17238244,True,2023-09,[],1.0,0.0
17238244,True,2023-10,[],1.0,0.0
17238244,True,2023-11,[],1.0,0.0
17238244,True,2023-12,[],1.0,0.0
17238244,True,2024-01,['2024-01-01 - 2024-01-31'],1.0,1.0
17238244,True,2024-02,['2024-02-01 - 2024-02-29'],1.0,1.0
17238244,True,2024-03,['2024-03-01 - 2024-03-25'],1.0,1.0
18004141,False,2023-03,[],1.0,0.0
18004141,False,2023-04,['2023-04-11 - 2023-04-30'],1.0,0.667
18004141,False,2023-05,"['2023-05-01 - 2023-05-07', '2023-05-13 - 2023-05-16', '2023-05-21 - 2023-05-31']",1.0,0.71
18004141,False,2023-06,['2023-06-01 - 2023-06-30'],1.0,1.0
18004141,False,2023-07,"['2023-07-01 - 2023-07-07', '2023-07-09 - 2023-07-20', '2023-07-24 - 2023-07-31']",1.0,0.871
18004141,False,2023-08,['2023-08-01 - 2023-08-31'],1.0,1.0
18004141,False,2023-09,['2023-09-01 - 2023-09-30'],1.0,1.0
18004141,False,2023-10,['2023-10-01 - 2023-10-31'],1.0,1.0
18004141,False,2023-11,['2023-11-01 - 2023-11-30'],1.0,1.0
18004141,False,2023-12,['2023-12-01 - 2023-12-31'],1.0,1.0
18004141,False,2024-01,['2024-01-01 - 2024-01-31'],1.0,1.0
18004141,False,2024-02,['2024-02-01 - 2024-02-29'],1.0,1.0
18004141,False,2024-03,['2024-03-01 - 2024-03-24'],1.0,0.96
18794723,True,2023-03,['2023-03-27 - 2023-03-31'],1.0,1.0
18794723,True,2023-04,['2023-04-01 - 2023-04-30'],1.0,1.0
18794723,True,2023-05,['2023-05-01 - 2023-05-31'],1.0,1.0
18794723,True,2023-06,['2023-06-01 - 2023-06-30'],1.0,1.0
18794723,True,2023-07,"['2023-07-01 - 2023-07-20', '2023-07-24 - 2023-07-31']",1.0,0.903
18794723,True,2023-08,['2023-08-01 - 2023-08-31'],1.0,1.0
18794723,True,2023-09,['2023-09-01 - 2023-09-21'],1.0,0.7
18794723,True,2023-10,[],1.0,0.0
18794723,True,2023-11,[],1.0,0.0
18794723,True,2023-12,[],1.0,0.0
18794723,True,2024-01,[],1.0,0.0
18794723,True,2024-02,[],1.0,0.0
18794723,True,2024-03,[],1.0,0.0
18979869,False,2023-03,[],30.0,0.0
18979869,False,2023-04,['2023-04-02 - 2023-04-30'],30.0,0.967
18979869,False,2023-05,['2023-05-01 - 2023-05-31'],30.0,1.0
18979869,False,2023-06,['2023-06-01 - 2023-06-23'],30.0,0.767
18979869,False,2023-07,[],30.0,0.0
18979869,False,2023-08,[],30.0,0.0
18979869,False,2023-09,[],30.0,0.0
18979869,False,2023-10,[],30.0,0.0
18979869,False,2023-11,[],30.0,0.0
18979869,False,2023-12,[],30.0,0.0
18979869,False,2024-01,[],30.0,0.0
18979869,False,2024-02,[],30.0,0.0
18979869,False,2024-03,[],30.0,0.0
19144944,True,2023-03,['2023-03-27 - 2023-03-31'],2.0,1.0
19144944,True,2023-04,"['2023-04-01 - 2023-04-06', '2023-04-09 - 2023-04-11', '2023-04-29 - 2023-04-30']",2.0,0.367
19144944,True,2023-05,"['2023-05-01 - 2023-05-04', '2023-05-07 - 2023-05-19', '2023-05-22 - 2023-05-24', '2023-05-28 - 2023-05-31']",2.0,0.774
19144944,True,2023-06,"['2023-06-05 - 2023-06-14', '2023-06-21 - 2023-06-22', '2023-06-29 - 2023-06-30']",2.0,0.467
19144944,True,2023-07,"['2023-07-01 - 2023-07-06', '2023-07-09 - 2023-07-11', '2023-07-17 - 2023-07-19', '2023-07-24 - 2023-07-26', '2023-07-30 - 2023-07-31']",2.0,0.548
19144944,True,2023-08,['2023-08-01 - 2023-08-31'],2.0,1.0
19144944,True,2023-09,['2023-09-01 - 2023-09-21'],2.0,0.7
19144944,True,2023-10,[],2.0,0.0
19144944,True,2023-11,[],2.0,0.0
19144944,True,2023-12,[],2.0,0.0
19144944,True,2024-01,[],2.0,0.0
19144944,True,2024-02,[],2.0,0.0
19144944,True,2024-03,[],2.0,0.0
19388806,True,2023-03,[],1.0,0.0
19388806,True,2023-04,[],1.0,0.0
19388806,True,2023-05,[],1.0,0.0
19388806,True,2023-06,[],1.0,0.0
19388806,True,2023-07,[],1.0,0.0
19388806,True,2023-08,[],1.0,0.0
19388806,True,2023-09,[],1.0,0.0
19388806,True,2023-10,[],1.0,0.0
19388806,True,2023-11,[],1.0,0.0
19388806,True,2023-12,['2023-12-30 - 2023-12-31'],1.0,0.065
19388806,True,2024-01,['2024-01-01 - 2024-01-31'],1.0,1.0
19388806,True,2024-02,['2024-02-01 - 2024-02-29'],1.0,1.0
19388806,True,2024-03,['2024-03-01 - 2024-03-24'],1.0,0.96
19488223,True,2023-03,['2023-03-30 - 2023-03-31'],2.0,0.4
19488223,True,2023-04,"['2023-04-01 - 2023-04-12', '2023-04-15 - 2023-04-20', '2023-04-22 - 2023-04-30']",2.0,0.9
19488223,True,2023-05,"['2023-05-01 - 2023-05-18', '2023-05-22 - 2023-05-27', '2023-05-29 - 2023-05-31']",2.0,0.871
19488223,True,2023-06,"['2023-06-01 - 2023-06-04', '2023-06-06 - 2023-06-12', '2023-06-21', '2023-06-25 - 2023-06-30']",2.0,0.6
19488223,True,2023-07,"['2023-07-01 - 2023-07-20', '2023-07-24 - 2023-07-31']",2.0,0.903
19488223,True,2023-08,['2023-08-01 - 2023-08-31'],2.0,1.0
19488223,True,2023-09,['2023-09-01 - 2023-09-30'],2.0,1.0
19488223,True,2023-10,['2023-10-01 - 2023-10-31'],2.0,1.0
19488223,True,2023-11,['2023-11-01 - 2023-11-30'],2.0,1.0
19488223,True,2023-12,['2023-12-01 - 2023-12-31'],2.0,1.0
19488223,True,2024-01,['2024-01-01 - 2024-01-31'],2.0,1.0
19488223,True,2024-02,['2024-02-01 - 2024-02-29'],2.0,1.0
19488223,True,2024-03,['2024-03-01 - 2024-03-24'],2.0,0.96
19532562,True,2023-03,[],2.0,0.0
19532562,True,2023-04,[],2.0,0.0
19532562,True,2023-05,[],2.0,0.0
19532562,True,2023-06,[],2.0,0.0
19532562,True,2023-07,[],2.0,0.0
19532562,True,2023-08,[],2.0,0.0
19532562,True,2023-09,[],2.0,0.0
19532562,True,2023-10,[],2.0,0.0
19532562,True,2023-11,[],2.0,0.0
19532562,True,2023-12,[],2.0,0.0
19532562,True,2024-01,[],2.0,0.0
19532562,True,2024-02,[],2.0,0.0
19532562,True,2024-03,[],2.0,0.0
19840044,True,2023-03,['2023-03-27 - 2023-03-31'],3.0,1.0
19840044,True,2023-04,"['2023-04-01', '2023-04-06 - 2023-04-13', '2023-04-17 - 2023-04-19', '2023-04-24 - 2023-04-30']",3.0,0.633
19840044,True,2023-05,"['2023-05-01 - 2023-05-17', '2023-05-21 - 2023-05-24', '2023-05-28 - 2023-05-31']",3.0,0.806
19840044,True,2023-06,"['2023-06-05 - 2023-06-07', '2023-06-12 - 2023-06-14', '2023-06-19 - 2023-06-30']",3.0,0.6
